CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Churn
13840,411,1,651.4,0,At-Risk Customers,0
13841,247,1,85.0,1,Potential Loyalists,1
13842,53,18,5629.91,1,Potential Loyalists,1
13843,376,1,319.75,0,At-Risk Customers,1
13844,6,1,361.62,1,Potential Loyalists,1
13845,59,1,312.98,1,Potential Loyalists,1
13846,19,4,1307.79,1,Potential Loyalists,1
13847,714,1,310.72,0,At-Risk Customers,0
13848,87,8,3335.0,1,Potential Loyalists,1
13849,46,5,3469.3,1,Potential Loyalists,1
13850,124,1,1595.48,1,Potential Loyalists,1
13851,90,8,4606.46,1,Potential Loyalists,1
13852,605,1,187.35,0,At-Risk Customers,0
13853,52,1,1090.14,1,Potential Loyalists,1
13854,3,39,12253.96,4,Average Buyers,1
13855,495,4,1310.34,0,At-Risk Customers,0
13856,163,11,1142.03,1,Potential Loyalists,1
13857,388,6,1001.01,0,At-Risk Customers,1
13858,52,1,216.17,1,Potential Loyalists,1
13859,321,2,515.86,0,At-Risk Customers,1
13860,9,4,926.45,1,Potential Loyalists,1
13861,424,2,273.26,0,At-Risk Customers,0
13862,13,9,2556.09,1,Potential Loyalists,1
13863,242,4,1239.55,1,Potential Loyalists,1
13864,381,1,662.4,0,At-Risk Customers,1
13865,53,4,501.56,1,Potential Loyalists,1
13866,69,1,145.67,1,Potential Loyalists,1
13867,26,3,1015.29,1,Potential Loyalists,1
13868,2,2,3192.54,1,Potential Loyalists,1
13869,118,10,8111.57,1,Potential Loyalists,1
13870,35,14,5559.33,1,Potential Loyalists,1
13871,17,17,7885.85,1,Potential Loyalists,1
13872,522,3,919.57,0,At-Risk Customers,0
13873,114,8,1038.92,1,Potential Loyalists,1
13874,353,7,2049.15,0,At-Risk Customers,1
13875,48,14,4814.37,1,Potential Loyalists,1
13876,58,1,122.7,1,Potential Loyalists,1
13877,81,3,449.68,1,Potential Loyalists,1
13878,49,4,2473.06,1,Potential Loyalists,1
13879,640,1,395.5,0,At-Risk Customers,0
13880,16,17,4391.66,1,Potential Loyalists,1
13881,6,42,44609.98,4,Average Buyers,1
13882,6,4,998.05,1,Potential Loyalists,1
13883,5,15,6560.02,1,Potential Loyalists,1
13884,2,10,1888.48,1,Potential Loyalists,1
13885,184,2,506.8,1,Potential Loyalists,1
13886,66,1,243.56,1,Potential Loyalists,1
13887,199,1,349.55,1,Potential Loyalists,1
13888,114,7,2169.05,1,Potential Loyalists,1
13889,87,6,1991.23,1,Potential Loyalists,1
13890,3,12,2565.63,1,Potential Loyalists,1
13891,373,3,863.56,0,At-Risk Customers,1
13892,21,6,1267.65,1,Potential Loyalists,1
13893,292,1,821.1,0,At-Risk Customers,1
13894,18,3,564.62,1,Potential Loyalists,1
13895,23,6,4008.52,1,Potential Loyalists,1
13896,620,1,388.55,0,At-Risk Customers,0
13897,45,3,1160.72,1,Potential Loyalists,1
13898,320,2,686.4,0,At-Risk Customers,1
13899,11,2,388.52,1,Potential Loyalists,1
13900,178,6,1610.59,1,Potential Loyalists,1
13901,67,15,5676.34,1,Potential Loyalists,1
13902,627,5,34095.26,0,At-Risk Customers,0
13903,395,1,165.45,0,At-Risk Customers,1
13904,32,2,332.64,1,Potential Loyalists,1
13905,727,1,312.65,0,At-Risk Customers,0
13906,404,1,42.0,0,At-Risk Customers,1
13907,686,1,136.8,0,At-Risk Customers,0
13908,74,4,2369.55,1,Potential Loyalists,1
13909,418,2,286.6,0,At-Risk Customers,0
13911,52,20,4234.99,1,Potential Loyalists,1
13912,418,1,124.95,0,At-Risk Customers,0
13913,501,1,42.22,0,At-Risk Customers,0
13914,6,2,626.45,1,Potential Loyalists,1
13915,389,1,70.8,0,At-Risk Customers,1
13916,458,4,1275.81,0,At-Risk Customers,0
13917,44,2,272.04,1,Potential Loyalists,1
13918,44,2,1212.84,1,Potential Loyalists,1
13919,54,4,1360.68,1,Potential Loyalists,1
13920,426,4,1774.68,0,At-Risk Customers,0
13921,397,4,730.7,0,At-Risk Customers,1
13922,346,3,865.2,0,At-Risk Customers,1
13923,48,1,351.13,1,Potential Loyalists,1
13924,12,5,1536.45,1,Potential Loyalists,1
13925,87,4,678.25,1,Potential Loyalists,1
13926,18,1,223.85,1,Potential Loyalists,1
13927,69,2,708.26,1,Potential Loyalists,1
13928,5,4,464.57,1,Potential Loyalists,1
13929,164,11,3494.1,1,Potential Loyalists,1
13930,52,2,337.34,1,Potential Loyalists,1
13931,90,11,5257.38,1,Potential Loyalists,1
13932,289,1,307.4,0,At-Risk Customers,1
13933,104,2,608.79,1,Potential Loyalists,1
13934,258,1,922.1,1,Potential Loyalists,1
13935,591,3,6116.92,0,At-Risk Customers,0
13936,174,3,939.66,1,Potential Loyalists,1
13937,164,2,880.13,1,Potential Loyalists,1
13938,30,1,71.66,1,Potential Loyalists,1
13939,18,7,1560.96,1,Potential Loyalists,1
13940,12,4,839.14,1,Potential Loyalists,1
13941,16,15,11122.3,1,Potential Loyalists,1
13942,529,1,320.0,0,At-Risk Customers,0
13943,572,1,246.54,0,At-Risk Customers,0
13944,648,1,200.43,0,At-Risk Customers,0
13945,389,2,854.15,0,At-Risk Customers,1
13946,74,6,1876.23,1,Potential Loyalists,1
13947,60,1,90.6,1,Potential Loyalists,1
13948,355,4,548.76,0,At-Risk Customers,1
13949,19,5,1909.09,1,Potential Loyalists,1
13950,6,4,745.06,1,Potential Loyalists,1
13951,171,3,674.45,1,Potential Loyalists,1
13952,212,14,12823.52,1,Potential Loyalists,1
13953,2,12,6640.68,1,Potential Loyalists,1
13954,65,1,227.41,1,Potential Loyalists,1
13955,149,3,545.17,1,Potential Loyalists,1
13956,49,4,869.92,1,Potential Loyalists,1
13957,412,3,458.25,0,At-Risk Customers,0
13958,374,8,4709.23,0,At-Risk Customers,1
13959,74,6,1076.18,1,Potential Loyalists,1
13960,16,2,230.22,1,Potential Loyalists,1
13961,387,1,538.4,0,At-Risk Customers,1
13962,16,3,362.8,1,Potential Loyalists,1
13963,303,17,3011.87,0,At-Risk Customers,1
13964,382,2,438.9,0,At-Risk Customers,1
13965,471,3,996.61,0,At-Risk Customers,0
13966,430,1,390.86,0,At-Risk Customers,0
13967,140,2,166.3,1,Potential Loyalists,1
13968,418,1,123.66,0,At-Risk Customers,0
13969,2,35,13365.87,4,Average Buyers,1
13970,381,2,846.55,0,At-Risk Customers,1
13971,13,14,4667.57,1,Potential Loyalists,1
13972,65,2,190.25,1,Potential Loyalists,1
13973,282,1,264.7,0,At-Risk Customers,1
13974,44,2,677.72,1,Potential Loyalists,1
13975,26,12,5358.84,1,Potential Loyalists,1
13976,201,4,1192.36,1,Potential Loyalists,1
13977,406,1,519.81,0,At-Risk Customers,1
13978,9,2,196.79,1,Potential Loyalists,1
13979,68,7,3416.23,1,Potential Loyalists,1
13980,55,5,799.92,1,Potential Loyalists,1
13981,410,1,331.14,0,At-Risk Customers,0
13982,34,9,4445.59,1,Potential Loyalists,1
13983,24,21,7108.45,4,Average Buyers,1
13984,21,12,2048.6,1,Potential Loyalists,1
13985,9,21,9873.3,4,Average Buyers,1
13986,12,1,320.46,1,Potential Loyalists,1
13987,374,2,682.54,0,At-Risk Customers,1
13988,14,8,4757.8,1,Potential Loyalists,1
13989,60,5,2026.06,1,Potential Loyalists,1
13990,208,1,311.3,1,Potential Loyalists,1
13991,7,6,855.97,1,Potential Loyalists,1
13992,25,3,219.5,1,Potential Loyalists,1
13993,37,19,6775.71,1,Potential Loyalists,1
13994,34,5,2197.04,1,Potential Loyalists,1
13995,10,14,3902.01,1,Potential Loyalists,1
13996,381,2,895.76,0,At-Risk Customers,1
13997,514,3,382.31,0,At-Risk Customers,0
13998,441,3,566.7,0,At-Risk Customers,0
13999,5,29,9502.26,4,Average Buyers,1
14000,206,5,2046.34,1,Potential Loyalists,1
14001,40,9,4530.09,1,Potential Loyalists,1
14002,129,2,529.73,1,Potential Loyalists,1
14003,727,1,209.41,0,At-Risk Customers,0
14004,38,11,6258.45,1,Potential Loyalists,1
14005,4,5,2874.72,1,Potential Loyalists,1
14006,110,7,2196.67,1,Potential Loyalists,1
14007,507,1,79.48,0,At-Risk Customers,0
14008,427,1,509.04,0,At-Risk Customers,0
14009,193,3,1099.91,1,Potential Loyalists,1
14010,560,2,445.15,0,At-Risk Customers,0
14011,475,2,457.82,0,At-Risk Customers,0
14012,272,1,328.8,0,At-Risk Customers,1
14013,105,5,1084.57,1,Potential Loyalists,1
14014,72,3,1948.21,1,Potential Loyalists,1
14015,47,1,917.34,1,Potential Loyalists,1
14016,156,11,11403.41,1,Potential Loyalists,1
14017,566,1,229.75,0,At-Risk Customers,0
14018,640,1,367.15,0,At-Risk Customers,0
14019,41,3,1421.61,1,Potential Loyalists,1
14020,11,4,1249.01,1,Potential Loyalists,1
14021,150,7,1716.58,1,Potential Loyalists,1
14022,220,2,792.15,1,Potential Loyalists,1
14023,2,2,584.07,1,Potential Loyalists,1
14024,116,3,645.74,1,Potential Loyalists,1
14025,459,8,4057.9,0,At-Risk Customers,0
14026,465,2,713.11,0,At-Risk Customers,0
14027,55,1,104.82,1,Potential Loyalists,1
14028,545,3,10396.5,0,At-Risk Customers,0
14029,58,2,467.66,1,Potential Loyalists,1
14030,13,20,8262.29,4,Average Buyers,1
14031,2,44,40999.17,4,Average Buyers,1
14032,11,15,4667.15,1,Potential Loyalists,1
14033,550,1,109.44,0,At-Risk Customers,0
14034,17,3,651.82,1,Potential Loyalists,1
14035,23,9,2856.72,1,Potential Loyalists,1
14036,279,1,626.65,0,At-Risk Customers,1
14037,171,6,836.95,1,Potential Loyalists,1
14038,73,5,3069.88,1,Potential Loyalists,1
14039,28,2,267.28,1,Potential Loyalists,1
14040,35,35,12645.57,4,Average Buyers,1
14041,261,1,141.41,1,Potential Loyalists,1
14042,720,1,431.98,0,At-Risk Customers,0
14043,486,2,304.25,0,At-Risk Customers,0
14044,21,10,3123.1,1,Potential Loyalists,1
14045,104,16,11313.03,1,Potential Loyalists,1
14046,279,1,154.99,0,At-Risk Customers,1
14047,3,14,4255.03,1,Potential Loyalists,1
14048,300,3,748.69,0,At-Risk Customers,1
14049,11,13,13239.03,1,Potential Loyalists,1
14050,26,2,746.36,1,Potential Loyalists,1
14051,3,36,21230.1,4,Average Buyers,1
14052,14,2,480.81,1,Potential Loyalists,1
14053,119,4,572.3,1,Potential Loyalists,1
14054,60,1,92.46,1,Potential Loyalists,1
14055,101,3,1520.96,1,Potential Loyalists,1
14056,10,22,7789.63,4,Average Buyers,1
14057,18,22,8408.84,4,Average Buyers,1
14058,457,2,469.19,0,At-Risk Customers,0
14059,261,1,183.6,1,Potential Loyalists,1
14060,17,29,9221.6,4,Average Buyers,1
14061,502,3,917.43,0,At-Risk Customers,0
14062,4,24,25604.2,4,Average Buyers,1
14063,433,9,22710.2,0,At-Risk Customers,0
14064,24,15,3332.42,1,Potential Loyalists,1
14065,384,3,891.02,0,At-Risk Customers,1
14066,261,1,152.55,1,Potential Loyalists,1
14067,58,2,374.7,1,Potential Loyalists,1
14068,315,4,1528.37,0,At-Risk Customers,1
14069,509,2,230.06,0,At-Risk Customers,0
14070,679,1,326.55,0,At-Risk Customers,0
14071,14,6,1284.24,1,Potential Loyalists,1
14072,661,1,390.85,0,At-Risk Customers,0
14073,27,1,151.04,1,Potential Loyalists,1
14074,618,1,219.4,0,At-Risk Customers,0
14075,14,5,1418.09,1,Potential Loyalists,1
14076,124,1,122.47,1,Potential Loyalists,1
14077,35,6,615.08,1,Potential Loyalists,1
14078,96,9,1692.63,1,Potential Loyalists,1
14079,119,2,618.73,1,Potential Loyalists,1
14080,27,5,1115.68,1,Potential Loyalists,1
14081,297,10,5370.1,0,At-Risk Customers,1
14082,359,2,413.36,0,At-Risk Customers,1
14083,2,10,960.69,1,Potential Loyalists,1
14084,507,1,150.5,0,At-Risk Customers,0
14085,2,32,9874.27,4,Average Buyers,1
14086,457,1,39.95,0,At-Risk Customers,0
14087,399,2,651.8,0,At-Risk Customers,1
14088,5,16,64036.8,4,Average Buyers,1
14089,51,1,161.0,1,Potential Loyalists,1
14090,319,1,76.32,0,At-Risk Customers,1
14091,649,2,9530.08,0,At-Risk Customers,0
14092,2,24,7229.45,4,Average Buyers,1
14093,7,1,442.85,1,Potential Loyalists,1
14094,434,1,335.22,0,At-Risk Customers,0
14095,717,1,2.95,0,At-Risk Customers,0
14096,6,16,56228.81,4,Average Buyers,1
14097,476,2,422.86,0,At-Risk Customers,0
14098,31,1,147.35,1,Potential Loyalists,1
14099,11,20,5765.71,1,Potential Loyalists,1
14100,132,1,194.9,1,Potential Loyalists,1
14101,68,13,9961.93,1,Potential Loyalists,1
14102,6,4,1241.78,1,Potential Loyalists,1
14104,149,5,771.58,1,Potential Loyalists,1
14105,234,5,5988.83,1,Potential Loyalists,1
14106,732,1,214.8,0,At-Risk Customers,0
14107,46,11,4877.3,1,Potential Loyalists,1
14108,25,4,1044.96,1,Potential Loyalists,1
14109,67,1,144.2,1,Potential Loyalists,1
14110,16,32,12662.51,4,Average Buyers,1
14111,9,4,692.85,1,Potential Loyalists,1
14112,17,13,5834.59,1,Potential Loyalists,1
14113,17,15,6620.71,1,Potential Loyalists,1
14114,268,7,1364.09,1,Potential Loyalists,1
14115,496,2,622.67,0,At-Risk Customers,0
14116,14,5,1382.74,1,Potential Loyalists,1
14117,138,1,90.0,1,Potential Loyalists,1
14118,423,1,458.45,0,At-Risk Customers,0
14119,370,2,183.37,0,At-Risk Customers,1
14121,5,3,2008.99,1,Potential Loyalists,1
14122,401,3,362.42,0,At-Risk Customers,1
14123,728,1,436.18,0,At-Risk Customers,0
14124,79,1,419.58,1,Potential Loyalists,1
14125,5,3,2740.43,1,Potential Loyalists,1
14126,2,4,1172.46,1,Potential Loyalists,1
14127,117,6,1900.08,1,Potential Loyalists,1
14128,55,3,924.21,1,Potential Loyalists,1
14129,12,8,2438.76,1,Potential Loyalists,1
14130,314,4,1882.67,0,At-Risk Customers,1
14131,643,1,187.87,0,At-Risk Customers,0
14132,9,10,3270.9,1,Potential Loyalists,1
14133,124,4,911.14,1,Potential Loyalists,1
14134,377,15,11123.35,0,At-Risk Customers,1
14135,3,23,9504.02,4,Average Buyers,1
14136,395,5,1570.81,0,At-Risk Customers,1
14137,690,1,332.7,0,At-Risk Customers,0
14138,58,1,638.21,1,Potential Loyalists,1
14139,41,4,1086.8,1,Potential Loyalists,1
14140,26,1,540.99,1,Potential Loyalists,1
14141,54,3,688.78,1,Potential Loyalists,1
14142,368,2,983.15,0,At-Risk Customers,1
14143,128,1,115.8,1,Potential Loyalists,1
14144,481,1,30.6,0,At-Risk Customers,0
14145,41,7,7600.05,1,Potential Loyalists,1
14146,3,12,9450.3,1,Potential Loyalists,1
14147,73,9,2590.2,1,Potential Loyalists,1
14148,228,2,466.29,1,Potential Loyalists,1
14149,215,1,446.62,1,Potential Loyalists,1
14150,30,2,658.64,1,Potential Loyalists,1
14151,668,2,679.45,0,At-Risk Customers,0
14152,70,7,1997.34,1,Potential Loyalists,1
14153,478,1,233.4,0,At-Risk Customers,0
14154,234,8,6460.7,1,Potential Loyalists,1
14155,261,1,118.75,1,Potential Loyalists,1
14156,4,156,313946.37,2,One-Time Buyers,1
14157,14,5,1002.78,1,Potential Loyalists,1
14158,35,1,507.66,1,Potential Loyalists,1
14159,14,20,7938.01,4,Average Buyers,1
14160,605,7,8421.47,0,At-Risk Customers,0
14161,210,7,3318.88,1,Potential Loyalists,1
14162,168,2,289.36,1,Potential Loyalists,1
14163,82,5,2594.62,1,Potential Loyalists,1
14164,65,2,1631.77,1,Potential Loyalists,1
14165,270,1,122.54,0,At-Risk Customers,1
14166,500,2,256.85,0,At-Risk Customers,0
14167,34,8,1296.49,1,Potential Loyalists,1
14168,415,2,370.45,0,At-Risk Customers,0
14169,425,2,624.43,0,At-Risk Customers,0
14170,370,3,597.33,0,At-Risk Customers,1
14171,93,2,498.79,1,Potential Loyalists,1
14172,600,3,402.72,0,At-Risk Customers,0
14173,5,6,586.0,1,Potential Loyalists,1
14174,28,1,134.46,1,Potential Loyalists,1
14175,54,8,7678.88,1,Potential Loyalists,1
14176,292,5,916.01,0,At-Risk Customers,1
14177,81,13,2229.34,1,Potential Loyalists,1
14178,3,7,1620.93,1,Potential Loyalists,1
14179,35,2,719.78,1,Potential Loyalists,1
14180,5,33,6319.25,4,Average Buyers,1
14181,405,2,310.55,0,At-Risk Customers,1
14182,438,4,678.77,0,At-Risk Customers,0
14183,406,2,286.29,0,At-Risk Customers,1
14184,61,1,452.89,1,Potential Loyalists,1
14185,326,1,197.65,0,At-Risk Customers,1
14186,422,5,1550.63,0,At-Risk Customers,0
14187,468,1,123.5,0,At-Risk Customers,0
14188,25,6,2054.36,1,Potential Loyalists,1
14189,11,15,5512.83,1,Potential Loyalists,1
14190,661,1,79.9,0,At-Risk Customers,0
14191,5,14,4391.54,1,Potential Loyalists,1
14192,383,1,293.74,0,At-Risk Customers,1
14193,62,3,1210.19,1,Potential Loyalists,1
14194,13,35,18186.49,4,Average Buyers,1
14195,196,6,2615.6,1,Potential Loyalists,1
14196,101,1,335.52,1,Potential Loyalists,1
14197,405,1,390.05,0,At-Risk Customers,1
14198,13,9,1569.73,1,Potential Loyalists,1
14199,213,4,1091.7,1,Potential Loyalists,1
14200,612,1,379.2,0,At-Risk Customers,0
14201,55,10,1193.54,1,Potential Loyalists,1
14202,376,3,847.76,0,At-Risk Customers,1
14203,392,1,339.34,0,At-Risk Customers,1
14204,417,3,901.93,0,At-Risk Customers,0
14205,11,9,2414.2,1,Potential Loyalists,1
14206,234,3,1185.01,1,Potential Loyalists,1
14207,682,1,157.8,0,At-Risk Customers,0
14208,89,2,567.05,1,Potential Loyalists,1
14209,5,15,4993.27,1,Potential Loyalists,1
14210,100,16,5861.52,1,Potential Loyalists,1
14211,48,18,4402.29,1,Potential Loyalists,1
14212,84,2,2190.14,1,Potential Loyalists,1
14213,399,1,1192.2,0,At-Risk Customers,1
14214,25,5,1004.38,1,Potential Loyalists,1
14215,6,9,3416.33,1,Potential Loyalists,1
14216,3,4,2011.79,1,Potential Loyalists,1
14217,6,22,3322.41,4,Average Buyers,1
14218,37,1,169.48,1,Potential Loyalists,1
14219,404,2,543.89,0,At-Risk Customers,1
14220,242,4,1515.0,1,Potential Loyalists,1
14221,37,17,6517.49,1,Potential Loyalists,1
14222,172,1,683.17,1,Potential Loyalists,1
14223,87,3,991.13,1,Potential Loyalists,1
14224,105,9,1897.9,1,Potential Loyalists,1
14225,429,4,2037.02,0,At-Risk Customers,0
14226,23,6,3002.53,1,Potential Loyalists,1
14227,21,15,6368.71,1,Potential Loyalists,1
14228,432,3,745.5,0,At-Risk Customers,0
14229,46,7,2594.04,1,Potential Loyalists,1
14230,430,3,979.8,0,At-Risk Customers,0
14231,178,4,1235.62,1,Potential Loyalists,1
14232,37,5,2048.07,1,Potential Loyalists,1
14233,44,7,2904.27,1,Potential Loyalists,1
14234,17,4,775.46,1,Potential Loyalists,1
14235,70,9,4717.99,1,Potential Loyalists,1
14236,75,5,1744.64,1,Potential Loyalists,1
14237,368,2,632.14,0,At-Risk Customers,1
14238,321,3,434.23,0,At-Risk Customers,1
14239,38,21,4263.17,1,Potential Loyalists,1
14240,25,3,1247.49,1,Potential Loyalists,1
14241,178,2,333.7,1,Potential Loyalists,1
14242,229,2,280.55,1,Potential Loyalists,1
14243,3,17,7431.05,1,Potential Loyalists,1
14244,655,1,366.42,0,At-Risk Customers,0
14245,214,2,1693.45,1,Potential Loyalists,1
14246,105,3,1474.06,1,Potential Loyalists,1
14247,273,5,772.66,0,At-Risk Customers,1
14248,313,3,1032.95,0,At-Risk Customers,1
14249,405,12,5625.46,0,At-Risk Customers,1
14250,2,3,1904.05,1,Potential Loyalists,1
14251,5,4,2397.42,1,Potential Loyalists,1
14252,376,1,350.99,0,At-Risk Customers,1
14253,488,2,363.4,0,At-Risk Customers,0
14254,427,1,601.03,0,At-Risk Customers,0
14255,541,1,1000.63,0,At-Risk Customers,0
14256,255,5,2473.99,1,Potential Loyalists,1
14257,59,9,5954.45,1,Potential Loyalists,1
14258,4,25,32051.34,4,Average Buyers,1
14259,136,1,120.0,1,Potential Loyalists,1
14260,466,3,824.28,0,At-Risk Customers,0
14261,45,2,1163.45,1,Potential Loyalists,1
14262,3,8,2618.23,1,Potential Loyalists,1
14263,418,1,322.93,0,At-Risk Customers,0
14264,149,6,1517.36,1,Potential Loyalists,1
14265,104,4,1373.35,1,Potential Loyalists,1
14266,423,1,40.56,0,At-Risk Customers,0
14267,157,3,1516.24,1,Potential Loyalists,1
14268,465,1,354.85,0,At-Risk Customers,0
14269,434,1,295.73,0,At-Risk Customers,0
14270,326,1,492.65,0,At-Risk Customers,1
14271,220,2,219.13,1,Potential Loyalists,1
14272,68,4,920.81,1,Potential Loyalists,1
14273,46,4,559.97,1,Potential Loyalists,1
14274,681,1,256.6,0,At-Risk Customers,0
14275,390,6,1189.38,0,At-Risk Customers,1
14276,93,7,2102.68,1,Potential Loyalists,1
14277,10,9,17225.81,1,Potential Loyalists,1
14278,404,1,205.83,0,At-Risk Customers,1
14279,515,2,191.86,0,At-Risk Customers,0
14280,191,1,134.04,1,Potential Loyalists,1
14281,403,1,245.15,0,At-Risk Customers,1
14282,3,24,7762.36,4,Average Buyers,1
14283,458,4,628.44,0,At-Risk Customers,0
14284,25,3,1299.65,1,Potential Loyalists,1
14285,16,8,3284.42,1,Potential Loyalists,1
14286,18,7,8479.76,1,Potential Loyalists,1
14287,3,3,176.63,1,Potential Loyalists,1
14288,208,1,426.6,1,Potential Loyalists,1
14289,3,6,911.26,1,Potential Loyalists,1
14290,6,8,4516.56,1,Potential Loyalists,1
14291,52,21,7346.41,4,Average Buyers,1
14292,2,16,9226.25,1,Potential Loyalists,1
14293,142,8,2960.78,1,Potential Loyalists,1
14294,402,1,375.34,0,At-Risk Customers,1
14295,35,5,2362.91,1,Potential Loyalists,1
14296,416,2,456.4,0,At-Risk Customers,0
14297,12,4,1305.33,1,Potential Loyalists,1
14298,3,82,91194.49,4,Average Buyers,1
14299,3,27,14499.49,4,Average Buyers,1
14300,13,1,43.2,1,Potential Loyalists,1
14301,112,4,1992.18,1,Potential Loyalists,1
14302,425,3,742.9,0,At-Risk Customers,0
14303,402,2,277.94,0,At-Risk Customers,1
14304,217,3,1725.01,1,Potential Loyalists,1
14305,66,3,1858.96,1,Potential Loyalists,1
14306,46,6,3151.4,1,Potential Loyalists,1
14307,83,10,5071.03,1,Potential Loyalists,1
14308,544,2,1147.02,0,At-Risk Customers,0
14309,3,11,3780.81,1,Potential Loyalists,1
14310,427,1,492.1,0,At-Risk Customers,0
14311,237,2,516.45,1,Potential Loyalists,1
14312,41,11,3090.29,1,Potential Loyalists,1
14314,101,2,229.8,1,Potential Loyalists,1
14315,39,8,3197.82,1,Potential Loyalists,1
14316,417,5,1370.34,0,At-Risk Customers,0
14317,59,1,508.58,1,Potential Loyalists,1
14318,455,1,158.02,0,At-Risk Customers,0
14319,419,1,494.85,0,At-Risk Customers,0
14320,201,5,1346.75,1,Potential Loyalists,1
14321,5,7,2218.06,1,Potential Loyalists,1
14322,424,4,474.1,0,At-Risk Customers,0
14323,109,2,605.06,1,Potential Loyalists,1
14324,404,2,701.61,0,At-Risk Customers,1
14325,564,1,245.48,0,At-Risk Customers,0
14326,237,3,940.98,1,Potential Loyalists,1
14327,158,6,1894.93,1,Potential Loyalists,1
14328,433,1,445.05,0,At-Risk Customers,0
14329,12,15,9927.22,1,Potential Loyalists,1
14330,618,1,200.63,0,At-Risk Customers,0
14331,119,2,462.66,1,Potential Loyalists,1
14332,17,5,1943.51,1,Potential Loyalists,1
14333,62,1,415.2,1,Potential Loyalists,1
14334,11,12,4318.48,1,Potential Loyalists,1
14335,11,2,468.26,1,Potential Loyalists,1
14336,11,4,1614.91,1,Potential Loyalists,1
14338,156,3,928.1,1,Potential Loyalists,1
14339,237,2,620.27,1,Potential Loyalists,1
14340,213,1,134.7,1,Potential Loyalists,1
14341,40,18,4467.32,1,Potential Loyalists,1
14342,16,6,918.44,1,Potential Loyalists,1
14343,416,4,1088.91,0,At-Risk Customers,0
14344,122,20,3333.7,1,Potential Loyalists,1
14345,33,1,108.98,1,Potential Loyalists,1
14346,115,5,2315.75,1,Potential Loyalists,1
14347,731,1,82.6,0,At-Risk Customers,0
14348,255,1,409.57,1,Potential Loyalists,1
14349,5,1,133.5,1,Potential Loyalists,1
14350,269,3,972.03,0,At-Risk Customers,1
14351,159,1,51.0,1,Potential Loyalists,1
14352,152,4,1078.96,1,Potential Loyalists,1
14353,210,3,376.5,1,Potential Loyalists,1
14354,0,2,163.62,1,Potential Loyalists,1
14355,360,3,1014.45,0,At-Risk Customers,1
14356,74,2,701.23,1,Potential Loyalists,1
14357,38,1,225.77,1,Potential Loyalists,1
14358,384,2,400.06,0,At-Risk Customers,1
14359,14,3,912.18,1,Potential Loyalists,1
14360,26,4,2128.23,1,Potential Loyalists,1
14361,573,1,214.71,0,At-Risk Customers,0
14362,17,1,161.2,1,Potential Loyalists,1
14363,397,2,227.47,0,At-Risk Customers,1
14364,103,8,3717.35,1,Potential Loyalists,1
14365,389,2,634.68,0,At-Risk Customers,1
14366,520,1,136.0,0,At-Risk Customers,0
14367,3,16,9261.52,1,Potential Loyalists,1
14368,314,1,155.0,0,At-Risk Customers,1
14369,637,2,469.13,0,At-Risk Customers,0
14370,445,6,1175.78,0,At-Risk Customers,0
14371,290,1,100.5,0,At-Risk Customers,1
14372,438,2,860.08,0,At-Risk Customers,0
14373,353,1,76.55,0,At-Risk Customers,1
14374,536,1,108.0,0,At-Risk Customers,0
14375,180,3,1132.99,1,Potential Loyalists,1
14376,678,1,215.46,0,At-Risk Customers,0
14377,186,2,617.05,1,Potential Loyalists,1
14378,616,1,131.25,0,At-Risk Customers,0
14379,39,4,1268.91,1,Potential Loyalists,1
14380,677,1,48.96,0,At-Risk Customers,0
14381,47,2,631.34,1,Potential Loyalists,1
14382,21,2,1246.8,1,Potential Loyalists,1
14383,33,3,1247.69,1,Potential Loyalists,1
14384,495,1,58.5,0,At-Risk Customers,0
14385,4,3,202.11,1,Potential Loyalists,1
14386,291,1,142.4,0,At-Risk Customers,1
14387,27,3,1770.56,1,Potential Loyalists,1
14388,5,16,6701.0,1,Potential Loyalists,1
14389,60,5,1898.01,1,Potential Loyalists,1
14390,5,13,6399.83,1,Potential Loyalists,1
14391,571,1,135.6,0,At-Risk Customers,0
14392,427,1,266.4,0,At-Risk Customers,0
14393,213,1,67.95,1,Potential Loyalists,1
14394,559,1,93.8,0,At-Risk Customers,0
14395,55,19,7649.02,1,Potential Loyalists,1
14396,60,7,2121.93,1,Potential Loyalists,1
14397,0,18,2391.52,1,Potential Loyalists,1
14398,396,2,707.79,0,At-Risk Customers,1
14399,389,8,2113.16,0,At-Risk Customers,1
14400,144,3,1732.47,1,Potential Loyalists,1
14401,33,21,6442.12,4,Average Buyers,1
14402,647,1,285.6,0,At-Risk Customers,0
14403,125,6,1880.51,1,Potential Loyalists,1
14404,28,13,2899.11,1,Potential Loyalists,1
14405,381,1,195.0,0,At-Risk Customers,1
14406,114,1,156.75,1,Potential Loyalists,1
14407,102,6,2157.73,1,Potential Loyalists,1
14408,5,11,4109.77,1,Potential Loyalists,1
14409,66,9,3756.09,1,Potential Loyalists,1
14410,87,11,2651.14,1,Potential Loyalists,1
14411,305,1,1063.0,0,At-Risk Customers,1
14412,37,3,1426.19,1,Potential Loyalists,1
14413,357,4,770.37,0,At-Risk Customers,1
14414,86,8,2399.33,1,Potential Loyalists,1
14415,14,22,10995.65,4,Average Buyers,1
14416,17,2,490.22,1,Potential Loyalists,1
14417,382,1,604.2,0,At-Risk Customers,1
